onset	duration	category
203922	n/a	MRI_trigger
214422	n/a	MRI_trigger
224922	n/a	MRI_trigger
235422	n/a	MRI_trigger
245922	n/a	MRI_trigger
256422	n/a	MRI_trigger
266922	n/a	MRI_trigger
277422	n/a	MRI_trigger
287922	n/a	MRI_trigger
298422	n/a	MRI_trigger
308922	n/a	MRI_trigger
319422	n/a	MRI_trigger
329922	n/a	MRI_trigger
340422	n/a	MRI_trigger
350922	n/a	MRI_trigger
361422	n/a	MRI_trigger
371922	n/a	MRI_trigger
382422	n/a	MRI_trigger
392922	n/a	MRI_trigger
403422	n/a	MRI_trigger
413922	n/a	MRI_trigger
424422	n/a	MRI_trigger
434922	n/a	MRI_trigger
445422	n/a	MRI_trigger
455922	n/a	MRI_trigger
466422	n/a	MRI_trigger
476922	n/a	MRI_trigger
487422	n/a	MRI_trigger
497922	n/a	MRI_trigger
508422	n/a	MRI_trigger
518922	n/a	MRI_trigger
529422	n/a	MRI_trigger
539922	n/a	MRI_trigger
550422	n/a	MRI_trigger
560922	n/a	MRI_trigger
571422	n/a	MRI_trigger
581922	n/a	MRI_trigger
592422	n/a	MRI_trigger
602922	n/a	MRI_trigger
613422	n/a	MRI_trigger
623922	n/a	MRI_trigger
634422	n/a	MRI_trigger
644922	n/a	MRI_trigger
655422	n/a	MRI_trigger
665922	n/a	MRI_trigger
676422	n/a	MRI_trigger
686922	n/a	MRI_trigger
697422	n/a	MRI_trigger
707922	n/a	MRI_trigger
718422	n/a	MRI_trigger
728922	n/a	MRI_trigger
739422	n/a	MRI_trigger
749922	n/a	MRI_trigger
760422	n/a	MRI_trigger
770922	n/a	MRI_trigger
781422	n/a	MRI_trigger
791922	n/a	MRI_trigger
802422	n/a	MRI_trigger
812922	n/a	MRI_trigger
823422	n/a	MRI_trigger
833922	n/a	MRI_trigger
844422	n/a	MRI_trigger
854922	n/a	MRI_trigger
865422	n/a	MRI_trigger
875922	n/a	MRI_trigger
886422	n/a	MRI_trigger
896922	n/a	MRI_trigger
907422	n/a	MRI_trigger
917922	n/a	MRI_trigger
928422	n/a	MRI_trigger
938922	n/a	MRI_trigger
949422	n/a	MRI_trigger
959922	n/a	MRI_trigger
970422	n/a	MRI_trigger
980922	n/a	MRI_trigger
991422	n/a	MRI_trigger
1001922	n/a	MRI_trigger
1012422	n/a	MRI_trigger
1022922	n/a	MRI_trigger
1033422	n/a	MRI_trigger
1043922	n/a	MRI_trigger
1054422	n/a	MRI_trigger
1064922	n/a	MRI_trigger
1075422	n/a	MRI_trigger
1085922	n/a	MRI_trigger
