onset	duration	category
511868	n/a	MRI_trigger
522368	n/a	MRI_trigger
532868	n/a	MRI_trigger
543368	n/a	MRI_trigger
553868	n/a	MRI_trigger
564368	n/a	MRI_trigger
574868	n/a	MRI_trigger
585368	n/a	MRI_trigger
595868	n/a	MRI_trigger
606368	n/a	MRI_trigger
616868	n/a	MRI_trigger
627368	n/a	MRI_trigger
637868	n/a	MRI_trigger
648368	n/a	MRI_trigger
658868	n/a	MRI_trigger
669368	n/a	MRI_trigger
679868	n/a	MRI_trigger
690368	n/a	MRI_trigger
700868	n/a	MRI_trigger
711368	n/a	MRI_trigger
721868	n/a	MRI_trigger
732368	n/a	MRI_trigger
742868	n/a	MRI_trigger
753368	n/a	MRI_trigger
763868	n/a	MRI_trigger
774368	n/a	MRI_trigger
784868	n/a	MRI_trigger
795368	n/a	MRI_trigger
805868	n/a	MRI_trigger
816368	n/a	MRI_trigger
826868	n/a	MRI_trigger
837368	n/a	MRI_trigger
847868	n/a	MRI_trigger
858368	n/a	MRI_trigger
868868	n/a	MRI_trigger
879368	n/a	MRI_trigger
889868	n/a	MRI_trigger
900368	n/a	MRI_trigger
910868	n/a	MRI_trigger
921368	n/a	MRI_trigger
931868	n/a	MRI_trigger
942368	n/a	MRI_trigger
952868	n/a	MRI_trigger
963368	n/a	MRI_trigger
973868	n/a	MRI_trigger
984368	n/a	MRI_trigger
994868	n/a	MRI_trigger
1005368	n/a	MRI_trigger
1015868	n/a	MRI_trigger
1026368	n/a	MRI_trigger
1036868	n/a	MRI_trigger
1047368	n/a	MRI_trigger
1057868	n/a	MRI_trigger
1068368	n/a	MRI_trigger
1078868	n/a	MRI_trigger
1089368	n/a	MRI_trigger
1099868	n/a	MRI_trigger
1110368	n/a	MRI_trigger
1120868	n/a	MRI_trigger
1131368	n/a	MRI_trigger
1141868	n/a	MRI_trigger
1152368	n/a	MRI_trigger
1162868	n/a	MRI_trigger
1173368	n/a	MRI_trigger
1183868	n/a	MRI_trigger
1194368	n/a	MRI_trigger
1204868	n/a	MRI_trigger
1215368	n/a	MRI_trigger
1225868	n/a	MRI_trigger
1236368	n/a	MRI_trigger
1246868	n/a	MRI_trigger
1257368	n/a	MRI_trigger
1267868	n/a	MRI_trigger
1278368	n/a	MRI_trigger
1288868	n/a	MRI_trigger
1299368	n/a	MRI_trigger
1309868	n/a	MRI_trigger
1320368	n/a	MRI_trigger
1330868	n/a	MRI_trigger
1341368	n/a	MRI_trigger
1351868	n/a	MRI_trigger
1362368	n/a	MRI_trigger
1372868	n/a	MRI_trigger
1383368	n/a	MRI_trigger
1393868	n/a	MRI_trigger
1404368	n/a	MRI_trigger
1414868	n/a	MRI_trigger
1425368	n/a	MRI_trigger
1435868	n/a	MRI_trigger
1446368	n/a	MRI_trigger
1456868	n/a	MRI_trigger
1467368	n/a	MRI_trigger
1477868	n/a	MRI_trigger
1488368	n/a	MRI_trigger
1498868	n/a	MRI_trigger
1509368	n/a	MRI_trigger
1519868	n/a	MRI_trigger
1530368	n/a	MRI_trigger
1540868	n/a	MRI_trigger
1551368	n/a	MRI_trigger
1561868	n/a	MRI_trigger
1572368	n/a	MRI_trigger
1582868	n/a	MRI_trigger
1593368	n/a	MRI_trigger
1603868	n/a	MRI_trigger
1614368	n/a	MRI_trigger
1624868	n/a	MRI_trigger
1635368	n/a	MRI_trigger
1645868	n/a	MRI_trigger
1656368	n/a	MRI_trigger
1666868	n/a	MRI_trigger
1677368	n/a	MRI_trigger
1687868	n/a	MRI_trigger
1698368	n/a	MRI_trigger
1708868	n/a	MRI_trigger
1719368	n/a	MRI_trigger
1729868	n/a	MRI_trigger
1740368	n/a	MRI_trigger
1750868	n/a	MRI_trigger
1761368	n/a	MRI_trigger
1771868	n/a	MRI_trigger
1782368	n/a	MRI_trigger
1792868	n/a	MRI_trigger
1803368	n/a	MRI_trigger
1813868	n/a	MRI_trigger
1824368	n/a	MRI_trigger
1834868	n/a	MRI_trigger
1845368	n/a	MRI_trigger
1855868	n/a	MRI_trigger
1866368	n/a	MRI_trigger
1876868	n/a	MRI_trigger
1887368	n/a	MRI_trigger
1897868	n/a	MRI_trigger
1908368	n/a	MRI_trigger
1918868	n/a	MRI_trigger
1929368	n/a	MRI_trigger
1939868	n/a	MRI_trigger
1950368	n/a	MRI_trigger
1960868	n/a	MRI_trigger
1971368	n/a	MRI_trigger
1981868	n/a	MRI_trigger
1992368	n/a	MRI_trigger
2002868	n/a	MRI_trigger
2013368	n/a	MRI_trigger
2023868	n/a	MRI_trigger
2034368	n/a	MRI_trigger
2044868	n/a	MRI_trigger
2055368	n/a	MRI_trigger
2065868	n/a	MRI_trigger
2076368	n/a	MRI_trigger
2086868	n/a	MRI_trigger
2097368	n/a	MRI_trigger
2107868	n/a	MRI_trigger
2118368	n/a	MRI_trigger
2128868	n/a	MRI_trigger
2139368	n/a	MRI_trigger
2149868	n/a	MRI_trigger
2160368	n/a	MRI_trigger
2170868	n/a	MRI_trigger
2181368	n/a	MRI_trigger
2191868	n/a	MRI_trigger
2202368	n/a	MRI_trigger
2212868	n/a	MRI_trigger
2223368	n/a	MRI_trigger
2233868	n/a	MRI_trigger
2244368	n/a	MRI_trigger
2254868	n/a	MRI_trigger
2265368	n/a	MRI_trigger
2275868	n/a	MRI_trigger
2286368	n/a	MRI_trigger
2296868	n/a	MRI_trigger
2307368	n/a	MRI_trigger
2317868	n/a	MRI_trigger
2328368	n/a	MRI_trigger
2338868	n/a	MRI_trigger
2349368	n/a	MRI_trigger
2359868	n/a	MRI_trigger
2370368	n/a	MRI_trigger
2380868	n/a	MRI_trigger
2391368	n/a	MRI_trigger
2401868	n/a	MRI_trigger
2412368	n/a	MRI_trigger
2422868	n/a	MRI_trigger
2433368	n/a	MRI_trigger
2443868	n/a	MRI_trigger
2454368	n/a	MRI_trigger
2464868	n/a	MRI_trigger
2475368	n/a	MRI_trigger
2485868	n/a	MRI_trigger
2496368	n/a	MRI_trigger
2506868	n/a	MRI_trigger
2517368	n/a	MRI_trigger
2527868	n/a	MRI_trigger
2538368	n/a	MRI_trigger
2548868	n/a	MRI_trigger
2559368	n/a	MRI_trigger
2569868	n/a	MRI_trigger
2580368	n/a	MRI_trigger
2590868	n/a	MRI_trigger
2601368	n/a	MRI_trigger
2611868	n/a	MRI_trigger
2622368	n/a	MRI_trigger
2632868	n/a	MRI_trigger
2643368	n/a	MRI_trigger
2653868	n/a	MRI_trigger
2664368	n/a	MRI_trigger
2674868	n/a	MRI_trigger
2685368	n/a	MRI_trigger
2695868	n/a	MRI_trigger
2706368	n/a	MRI_trigger
2716868	n/a	MRI_trigger
2727368	n/a	MRI_trigger
2737868	n/a	MRI_trigger
2748368	n/a	MRI_trigger
2758868	n/a	MRI_trigger
2769368	n/a	MRI_trigger
2779868	n/a	MRI_trigger
2790368	n/a	MRI_trigger
2800868	n/a	MRI_trigger
2811368	n/a	MRI_trigger
2821868	n/a	MRI_trigger
2832368	n/a	MRI_trigger
2842868	n/a	MRI_trigger
2853368	n/a	MRI_trigger
2863868	n/a	MRI_trigger
2874368	n/a	MRI_trigger
2884868	n/a	MRI_trigger
2895368	n/a	MRI_trigger
2905868	n/a	MRI_trigger
2916368	n/a	MRI_trigger
2926868	n/a	MRI_trigger
2937368	n/a	MRI_trigger
2947868	n/a	MRI_trigger
2958368	n/a	MRI_trigger
2968868	n/a	MRI_trigger
2979368	n/a	MRI_trigger
2989868	n/a	MRI_trigger
3000368	n/a	MRI_trigger
3010868	n/a	MRI_trigger
3021368	n/a	MRI_trigger
3031868	n/a	MRI_trigger
3042368	n/a	MRI_trigger
3052868	n/a	MRI_trigger
3063368	n/a	MRI_trigger
3073868	n/a	MRI_trigger
3084368	n/a	MRI_trigger
3094868	n/a	MRI_trigger
3105368	n/a	MRI_trigger
3115868	n/a	MRI_trigger
3126368	n/a	MRI_trigger
3136868	n/a	MRI_trigger
3147368	n/a	MRI_trigger
3157868	n/a	MRI_trigger
3168368	n/a	MRI_trigger
3178868	n/a	MRI_trigger
3189368	n/a	MRI_trigger
3199868	n/a	MRI_trigger
3210368	n/a	MRI_trigger
3220868	n/a	MRI_trigger
3231368	n/a	MRI_trigger
3241868	n/a	MRI_trigger
3252368	n/a	MRI_trigger
3262868	n/a	MRI_trigger
3273368	n/a	MRI_trigger
3283868	n/a	MRI_trigger
3294368	n/a	MRI_trigger
3304868	n/a	MRI_trigger
3315368	n/a	MRI_trigger
3325868	n/a	MRI_trigger
3336368	n/a	MRI_trigger
3346868	n/a	MRI_trigger
3357368	n/a	MRI_trigger
3367868	n/a	MRI_trigger
3378368	n/a	MRI_trigger
3388868	n/a	MRI_trigger
3399368	n/a	MRI_trigger
3409868	n/a	MRI_trigger
3420368	n/a	MRI_trigger
3430868	n/a	MRI_trigger
3441368	n/a	MRI_trigger
3451868	n/a	MRI_trigger
3462368	n/a	MRI_trigger
3472868	n/a	MRI_trigger
3483368	n/a	MRI_trigger
3493868	n/a	MRI_trigger
3504368	n/a	MRI_trigger
3514868	n/a	MRI_trigger
3525368	n/a	MRI_trigger
3535868	n/a	MRI_trigger
3546368	n/a	MRI_trigger
3556868	n/a	MRI_trigger
3567368	n/a	MRI_trigger
3577868	n/a	MRI_trigger
3588368	n/a	MRI_trigger
3598868	n/a	MRI_trigger
3609368	n/a	MRI_trigger
3619868	n/a	MRI_trigger
3630368	n/a	MRI_trigger
3640868	n/a	MRI_trigger
3651368	n/a	MRI_trigger
3661868	n/a	MRI_trigger
3672368	n/a	MRI_trigger
3682868	n/a	MRI_trigger
3693368	n/a	MRI_trigger
3703868	n/a	MRI_trigger
3714368	n/a	MRI_trigger
3724868	n/a	MRI_trigger
3735368	n/a	MRI_trigger
3745868	n/a	MRI_trigger
3756368	n/a	MRI_trigger
3766868	n/a	MRI_trigger
3777368	n/a	MRI_trigger
3787868	n/a	MRI_trigger
3798368	n/a	MRI_trigger
3808868	n/a	MRI_trigger
3819368	n/a	MRI_trigger
3829868	n/a	MRI_trigger
3840368	n/a	MRI_trigger
3850868	n/a	MRI_trigger
3861368	n/a	MRI_trigger
3871868	n/a	MRI_trigger
3882368	n/a	MRI_trigger
3892868	n/a	MRI_trigger
3903368	n/a	MRI_trigger
3913868	n/a	MRI_trigger
3924368	n/a	MRI_trigger
3934868	n/a	MRI_trigger
3945368	n/a	MRI_trigger
3955868	n/a	MRI_trigger
3966368	n/a	MRI_trigger
3976868	n/a	MRI_trigger
3987368	n/a	MRI_trigger
3997868	n/a	MRI_trigger
4008368	n/a	MRI_trigger
4018868	n/a	MRI_trigger
4029368	n/a	MRI_trigger
4039868	n/a	MRI_trigger
4050368	n/a	MRI_trigger
4060868	n/a	MRI_trigger
4071368	n/a	MRI_trigger
4081868	n/a	MRI_trigger
4092368	n/a	MRI_trigger
4102868	n/a	MRI_trigger
4113368	n/a	MRI_trigger
4123868	n/a	MRI_trigger
4134368	n/a	MRI_trigger
4144868	n/a	MRI_trigger
4155368	n/a	MRI_trigger
4165868	n/a	MRI_trigger
4176368	n/a	MRI_trigger
4186868	n/a	MRI_trigger
4197368	n/a	MRI_trigger
4207868	n/a	MRI_trigger
4218368	n/a	MRI_trigger
4228868	n/a	MRI_trigger
4239368	n/a	MRI_trigger
4249868	n/a	MRI_trigger
4260368	n/a	MRI_trigger
4270868	n/a	MRI_trigger
4281368	n/a	MRI_trigger
4291868	n/a	MRI_trigger
4302368	n/a	MRI_trigger
