onset	duration	category
148878	n/a	MRI_trigger
159378	n/a	MRI_trigger
169878	n/a	MRI_trigger
180378	n/a	MRI_trigger
190878	n/a	MRI_trigger
201378	n/a	MRI_trigger
211878	n/a	MRI_trigger
222378	n/a	MRI_trigger
232878	n/a	MRI_trigger
243378	n/a	MRI_trigger
253878	n/a	MRI_trigger
264378	n/a	MRI_trigger
274878	n/a	MRI_trigger
285378	n/a	MRI_trigger
295878	n/a	MRI_trigger
306378	n/a	MRI_trigger
316878	n/a	MRI_trigger
327378	n/a	MRI_trigger
337878	n/a	MRI_trigger
348378	n/a	MRI_trigger
358878	n/a	MRI_trigger
369378	n/a	MRI_trigger
379878	n/a	MRI_trigger
390378	n/a	MRI_trigger
400878	n/a	MRI_trigger
411378	n/a	MRI_trigger
421878	n/a	MRI_trigger
432378	n/a	MRI_trigger
442878	n/a	MRI_trigger
453378	n/a	MRI_trigger
463878	n/a	MRI_trigger
474378	n/a	MRI_trigger
484878	n/a	MRI_trigger
495378	n/a	MRI_trigger
505878	n/a	MRI_trigger
516378	n/a	MRI_trigger
526878	n/a	MRI_trigger
537378	n/a	MRI_trigger
547878	n/a	MRI_trigger
558378	n/a	MRI_trigger
568878	n/a	MRI_trigger
579378	n/a	MRI_trigger
589878	n/a	MRI_trigger
600378	n/a	MRI_trigger
610878	n/a	MRI_trigger
621378	n/a	MRI_trigger
631878	n/a	MRI_trigger
642378	n/a	MRI_trigger
652878	n/a	MRI_trigger
663378	n/a	MRI_trigger
673878	n/a	MRI_trigger
684378	n/a	MRI_trigger
694878	n/a	MRI_trigger
705378	n/a	MRI_trigger
715878	n/a	MRI_trigger
726378	n/a	MRI_trigger
736878	n/a	MRI_trigger
747378	n/a	MRI_trigger
757878	n/a	MRI_trigger
768378	n/a	MRI_trigger
778878	n/a	MRI_trigger
789378	n/a	MRI_trigger
799878	n/a	MRI_trigger
810378	n/a	MRI_trigger
820878	n/a	MRI_trigger
831378	n/a	MRI_trigger
841878	n/a	MRI_trigger
852378	n/a	MRI_trigger
862878	n/a	MRI_trigger
873378	n/a	MRI_trigger
883878	n/a	MRI_trigger
894378	n/a	MRI_trigger
904878	n/a	MRI_trigger
915378	n/a	MRI_trigger
925878	n/a	MRI_trigger
936378	n/a	MRI_trigger
946878	n/a	MRI_trigger
957378	n/a	MRI_trigger
967878	n/a	MRI_trigger
978378	n/a	MRI_trigger
988878	n/a	MRI_trigger
999378	n/a	MRI_trigger
1009878	n/a	MRI_trigger
1020378	n/a	MRI_trigger
1030878	n/a	MRI_trigger
1041378	n/a	MRI_trigger
1051878	n/a	MRI_trigger
1062378	n/a	MRI_trigger
1072878	n/a	MRI_trigger
1083378	n/a	MRI_trigger
1093878	n/a	MRI_trigger
1104378	n/a	MRI_trigger
1114878	n/a	MRI_trigger
1125378	n/a	MRI_trigger
1135878	n/a	MRI_trigger
1146378	n/a	MRI_trigger
1156878	n/a	MRI_trigger
1167378	n/a	MRI_trigger
1177878	n/a	MRI_trigger
1188378	n/a	MRI_trigger
1198878	n/a	MRI_trigger
1209378	n/a	MRI_trigger
1219878	n/a	MRI_trigger
1230378	n/a	MRI_trigger
1240878	n/a	MRI_trigger
1251378	n/a	MRI_trigger
1261878	n/a	MRI_trigger
1272378	n/a	MRI_trigger
1282878	n/a	MRI_trigger
1293378	n/a	MRI_trigger
1303878	n/a	MRI_trigger
1314378	n/a	MRI_trigger
1324878	n/a	MRI_trigger
1335378	n/a	MRI_trigger
1345878	n/a	MRI_trigger
1356378	n/a	MRI_trigger
1366878	n/a	MRI_trigger
1377378	n/a	MRI_trigger
1387878	n/a	MRI_trigger
1398378	n/a	MRI_trigger
1408878	n/a	MRI_trigger
1419378	n/a	MRI_trigger
1429878	n/a	MRI_trigger
1440378	n/a	MRI_trigger
1450878	n/a	MRI_trigger
1461378	n/a	MRI_trigger
1471878	n/a	MRI_trigger
1482378	n/a	MRI_trigger
1492878	n/a	MRI_trigger
1503378	n/a	MRI_trigger
1513878	n/a	MRI_trigger
1524378	n/a	MRI_trigger
1534878	n/a	MRI_trigger
1545378	n/a	MRI_trigger
1555878	n/a	MRI_trigger
1566378	n/a	MRI_trigger
1576878	n/a	MRI_trigger
1587378	n/a	MRI_trigger
1597878	n/a	MRI_trigger
1608378	n/a	MRI_trigger
1618878	n/a	MRI_trigger
1629378	n/a	MRI_trigger
1639878	n/a	MRI_trigger
1650378	n/a	MRI_trigger
1660878	n/a	MRI_trigger
1671378	n/a	MRI_trigger
1681878	n/a	MRI_trigger
1692378	n/a	MRI_trigger
1702878	n/a	MRI_trigger
1713378	n/a	MRI_trigger
1723878	n/a	MRI_trigger
1734378	n/a	MRI_trigger
1744878	n/a	MRI_trigger
1755378	n/a	MRI_trigger
1765878	n/a	MRI_trigger
1776378	n/a	MRI_trigger
1786878	n/a	MRI_trigger
1797378	n/a	MRI_trigger
1807878	n/a	MRI_trigger
1818378	n/a	MRI_trigger
1828878	n/a	MRI_trigger
1839378	n/a	MRI_trigger
1849878	n/a	MRI_trigger
1860378	n/a	MRI_trigger
