onset	duration	category
283868	n/a	MRI_trigger
294368	n/a	MRI_trigger
304868	n/a	MRI_trigger
315368	n/a	MRI_trigger
325868	n/a	MRI_trigger
336368	n/a	MRI_trigger
346868	n/a	MRI_trigger
357368	n/a	MRI_trigger
367868	n/a	MRI_trigger
378368	n/a	MRI_trigger
388868	n/a	MRI_trigger
399368	n/a	MRI_trigger
409868	n/a	MRI_trigger
420368	n/a	MRI_trigger
430868	n/a	MRI_trigger
441368	n/a	MRI_trigger
451868	n/a	MRI_trigger
462368	n/a	MRI_trigger
472868	n/a	MRI_trigger
483368	n/a	MRI_trigger
493868	n/a	MRI_trigger
504368	n/a	MRI_trigger
514868	n/a	MRI_trigger
525368	n/a	MRI_trigger
535868	n/a	MRI_trigger
546368	n/a	MRI_trigger
556868	n/a	MRI_trigger
567368	n/a	MRI_trigger
577868	n/a	MRI_trigger
588368	n/a	MRI_trigger
598868	n/a	MRI_trigger
609368	n/a	MRI_trigger
619868	n/a	MRI_trigger
630368	n/a	MRI_trigger
640868	n/a	MRI_trigger
651368	n/a	MRI_trigger
661868	n/a	MRI_trigger
672368	n/a	MRI_trigger
682868	n/a	MRI_trigger
693368	n/a	MRI_trigger
703868	n/a	MRI_trigger
714368	n/a	MRI_trigger
724868	n/a	MRI_trigger
735368	n/a	MRI_trigger
745868	n/a	MRI_trigger
756368	n/a	MRI_trigger
766868	n/a	MRI_trigger
777368	n/a	MRI_trigger
787868	n/a	MRI_trigger
798368	n/a	MRI_trigger
808868	n/a	MRI_trigger
819368	n/a	MRI_trigger
829868	n/a	MRI_trigger
840368	n/a	MRI_trigger
850868	n/a	MRI_trigger
861368	n/a	MRI_trigger
871868	n/a	MRI_trigger
882368	n/a	MRI_trigger
892868	n/a	MRI_trigger
903368	n/a	MRI_trigger
913868	n/a	MRI_trigger
924368	n/a	MRI_trigger
934868	n/a	MRI_trigger
945368	n/a	MRI_trigger
955868	n/a	MRI_trigger
966368	n/a	MRI_trigger
976868	n/a	MRI_trigger
987368	n/a	MRI_trigger
997868	n/a	MRI_trigger
1008368	n/a	MRI_trigger
1018868	n/a	MRI_trigger
1029368	n/a	MRI_trigger
1039868	n/a	MRI_trigger
1050368	n/a	MRI_trigger
1060868	n/a	MRI_trigger
1071368	n/a	MRI_trigger
1081868	n/a	MRI_trigger
1092368	n/a	MRI_trigger
1102868	n/a	MRI_trigger
1113368	n/a	MRI_trigger
1123868	n/a	MRI_trigger
1134368	n/a	MRI_trigger
1144868	n/a	MRI_trigger
1155368	n/a	MRI_trigger
1165868	n/a	MRI_trigger
1176368	n/a	MRI_trigger
1186868	n/a	MRI_trigger
1197368	n/a	MRI_trigger
1207868	n/a	MRI_trigger
1218368	n/a	MRI_trigger
1228868	n/a	MRI_trigger
1239368	n/a	MRI_trigger
1249868	n/a	MRI_trigger
1260368	n/a	MRI_trigger
1270868	n/a	MRI_trigger
1281368	n/a	MRI_trigger
1291868	n/a	MRI_trigger
1302368	n/a	MRI_trigger
1312868	n/a	MRI_trigger
1323368	n/a	MRI_trigger
1333868	n/a	MRI_trigger
1344368	n/a	MRI_trigger
1354868	n/a	MRI_trigger
1365368	n/a	MRI_trigger
1375868	n/a	MRI_trigger
1386368	n/a	MRI_trigger
1396868	n/a	MRI_trigger
1407368	n/a	MRI_trigger
1417868	n/a	MRI_trigger
1428368	n/a	MRI_trigger
1438868	n/a	MRI_trigger
1449368	n/a	MRI_trigger
1459868	n/a	MRI_trigger
1470368	n/a	MRI_trigger
1480868	n/a	MRI_trigger
1491368	n/a	MRI_trigger
1501868	n/a	MRI_trigger
1512368	n/a	MRI_trigger
1522868	n/a	MRI_trigger
1533368	n/a	MRI_trigger
1543868	n/a	MRI_trigger
1554368	n/a	MRI_trigger
1564868	n/a	MRI_trigger
1575368	n/a	MRI_trigger
1585868	n/a	MRI_trigger
1596368	n/a	MRI_trigger
1606868	n/a	MRI_trigger
1617368	n/a	MRI_trigger
1627868	n/a	MRI_trigger
1638368	n/a	MRI_trigger
1648868	n/a	MRI_trigger
1659368	n/a	MRI_trigger
1669868	n/a	MRI_trigger
1680368	n/a	MRI_trigger
1690868	n/a	MRI_trigger
1701368	n/a	MRI_trigger
1711868	n/a	MRI_trigger
1722368	n/a	MRI_trigger
1732868	n/a	MRI_trigger
1743368	n/a	MRI_trigger
1753868	n/a	MRI_trigger
1764368	n/a	MRI_trigger
1774868	n/a	MRI_trigger
1785368	n/a	MRI_trigger
1795868	n/a	MRI_trigger
1806368	n/a	MRI_trigger
1816868	n/a	MRI_trigger
1827368	n/a	MRI_trigger
1837868	n/a	MRI_trigger
1848368	n/a	MRI_trigger
1858868	n/a	MRI_trigger
1869368	n/a	MRI_trigger
1879868	n/a	MRI_trigger
1890368	n/a	MRI_trigger
1900868	n/a	MRI_trigger
1911368	n/a	MRI_trigger
1921868	n/a	MRI_trigger
1932368	n/a	MRI_trigger
1942868	n/a	MRI_trigger
1953368	n/a	MRI_trigger
1963868	n/a	MRI_trigger
1974368	n/a	MRI_trigger
1984868	n/a	MRI_trigger
1995368	n/a	MRI_trigger
2005868	n/a	MRI_trigger
2016368	n/a	MRI_trigger
2026868	n/a	MRI_trigger
2037368	n/a	MRI_trigger
2047868	n/a	MRI_trigger
2058368	n/a	MRI_trigger
2068868	n/a	MRI_trigger
2079368	n/a	MRI_trigger
2089868	n/a	MRI_trigger
2100368	n/a	MRI_trigger
2110868	n/a	MRI_trigger
2121368	n/a	MRI_trigger
2131868	n/a	MRI_trigger
2142368	n/a	MRI_trigger
2152868	n/a	MRI_trigger
2163368	n/a	MRI_trigger
2173868	n/a	MRI_trigger
2184368	n/a	MRI_trigger
2194868	n/a	MRI_trigger
2205368	n/a	MRI_trigger
2215868	n/a	MRI_trigger
2226368	n/a	MRI_trigger
2236868	n/a	MRI_trigger
2247368	n/a	MRI_trigger
2257868	n/a	MRI_trigger
2268368	n/a	MRI_trigger
2278868	n/a	MRI_trigger
2289368	n/a	MRI_trigger
2299868	n/a	MRI_trigger
2310368	n/a	MRI_trigger
2320868	n/a	MRI_trigger
2331368	n/a	MRI_trigger
2341868	n/a	MRI_trigger
2352368	n/a	MRI_trigger
2362868	n/a	MRI_trigger
2373368	n/a	MRI_trigger
2383868	n/a	MRI_trigger
2394368	n/a	MRI_trigger
2404868	n/a	MRI_trigger
2415368	n/a	MRI_trigger
2425868	n/a	MRI_trigger
2436368	n/a	MRI_trigger
2446868	n/a	MRI_trigger
2457368	n/a	MRI_trigger
2467868	n/a	MRI_trigger
2478368	n/a	MRI_trigger
2488868	n/a	MRI_trigger
2499368	n/a	MRI_trigger
2509868	n/a	MRI_trigger
2520368	n/a	MRI_trigger
2530868	n/a	MRI_trigger
2541368	n/a	MRI_trigger
2551868	n/a	MRI_trigger
2562368	n/a	MRI_trigger
2572868	n/a	MRI_trigger
2583368	n/a	MRI_trigger
2593868	n/a	MRI_trigger
2604368	n/a	MRI_trigger
2614868	n/a	MRI_trigger
2625368	n/a	MRI_trigger
2635868	n/a	MRI_trigger
2646368	n/a	MRI_trigger
2656868	n/a	MRI_trigger
2667368	n/a	MRI_trigger
2677868	n/a	MRI_trigger
2688368	n/a	MRI_trigger
2698868	n/a	MRI_trigger
2709368	n/a	MRI_trigger
2719868	n/a	MRI_trigger
