num_scan	state	face	maze	prep_face	pre_maze	rest
2	rest	0.044529	0.000911529	0.00338684	0.0057609	0.945412
3	rest	0.0214772	0.00419581	0.00264264	0.0037541	0.96793
4	rest	0.0126096	0.00214166	0.000364929	0.000132788	0.984751
5	rest	0.00457701	0.000570355	4.65E-05	5.46E-05	0.994752
6	rest	0.00178402	0.000266384	5.22E-05	0.000100835	0.997797
7	rest	0.00018475	3.38E-05	2.84E-06	2.67E-05	0.999752
8	rest	0.000113423	0.000147393	8.10E-05	8.92E-05	0.999569
9	rest	0.000298601	0.000264852	0.000158322	0.000351631	0.998927
10	rest	0.000439352	0.000372431	0.000416079	0.000102283	0.99867
11	rest	0.000275065	0.000162012	8.27E-05	0.000102283	0.999378
12	rest	0.000240834	0.000110238	8.80E-05	0.000245258	0.999316
13	rest	6.92E-05	6.19E-05	1.10E-05	3.15E-05	0.999826
14	rest	0.000123391	7.41E-05	2.64E-05	6.22E-05	0.999714
15	rest	5.84E-05	6.39E-05	0.000134874	2.48E-05	0.999718
16	rest	9.03E-06	3.33E-05	3.63E-06	3.46E-05	0.999919
17	rest	9.60E-05	0.000106875	6.08E-05	0.000173572	0.999563
18	rest	0.000332193	0.000230903	0.000696215	0.000272567	0.998468
19	rest	0.000157231	9.78E-05	0.000118495	4.69E-05	0.99958
20	rest	0.000671275	4.59E-05	4.21E-05	0.000215358	0.999025
21	rest	0.000274639	9.40E-06	1.30E-05	1.14E-05	0.999692
22	rest	0.000475409	2.69E-05	5.87E-05	6.48E-05	0.999374
23	rest	0.00135627	0.000279055	0.000582786	0.000190646	0.997591
24	rest	0.000380966	5.61E-05	4.62E-05	0.000114168	0.999403
25	rest	0.00024632	0.000249701	0.000118818	0.000148315	0.999237
26	rest	0.000293334	0.000595998	0.000146632	0.00051271	0.998451
27	rest	0.000366943	0.000695685	0.000241461	0.0011287	0.997567
28	rest	0.000419992	0.00113719	6.89E-05	0.000209164	0.998165
29	rest	0.000580824	0.00131921	0.000158135	0.000445801	0.997496
30	rest	0.000495378	0.00111539	0.000314829	0.000385085	0.997689
31	rest	0.00016039	0.000739344	0.000170212	0.000100688	0.998829
32	rest	0.000256161	0.000562994	0.000208874	0.000201784	0.99877
33	rest	9.28E-05	0.000296443	9.83E-05	0.000143054	0.999369
34	rest	4.77E-05	0.000158811	3.67E-05	6.30E-05	0.999694
35	rest	3.78E-05	0.000126967	4.65E-05	4.00E-05	0.999749
36	rest	3.18E-05	0.000124325	6.97E-05	5.65E-05	0.999718
37	rest	4.32E-05	0.000138889	3.63E-05	8.82E-05	0.999693
38	rest	6.50E-05	0.000273385	9.41E-05	0.000267322	0.9993
39	rest	9.49E-05	0.000528856	0.000201088	0.000269692	0.998905
40	rest	7.74E-05	0.000281059	5.68E-05	0.000119958	0.999465
41	rest	0.000120567	0.000245729	7.47E-05	0.00015554	0.999403
42	rest	0.000150181	0.000100787	3.71E-05	0.000140241	0.999572
43	rest	0.000321829	0.000255157	0.000635777	9.39E-05	0.998693
44	rest	0.000991885	0.000586273	0.000313327	0.000507158	0.997601
45	rest	0.000405745	0.000899639	0.000390327	0.000202967	0.998101
46	rest	0.000285042	0.000513801	0.000159898	0.000214845	0.998826
47	rest	0.000386606	0.000661083	0.00026015	0.000302954	0.998389
48	rest	8.39E-05	0.000292822	1.63E-05	8.27E-05	0.999524
49	rest	5.15E-05	0.000418126	8.88E-05	0.000266556	0.999175
50	rest	9.88E-05	0.000656504	0.000148049	0.00028629	0.99881
51	rest	0.000219764	0.00102139	0.000656478	0.000812909	0.997289
52	rest	0.000136083	0.000575623	8.78E-05	6.28E-05	0.999138
53	rest	1.69E-05	0.000148283	1.97E-05	3.08E-05	0.999784
54	rest	2.65E-05	5.50E-05	5.96E-06	3.39E-05	0.999879
55	rest	9.82E-05	0.000102294	7.92E-05	6.01E-05	0.99966
56	rest	3.44E-05	7.03E-05	1.01E-05	3.16E-05	0.999854
57	rest	8.05E-05	5.54E-05	2.05E-05	0.000208927	0.999635
58	rest	8.43E-05	0.000324735	0.000170595	0.000140004	0.99928
59	rest	0.000184999	0.000819466	0.000141617	0.000242341	0.998612
60	rest	0.000111498	0.000614808	0.000165261	0.00018368	0.998925
61	rest	0.000145915	0.000569945	4.10E-05	6.47E-05	0.999178
62	rest	9.34E-05	0.000291751	4.36E-05	6.22E-05	0.999509
63	rest	0.000274139	0.000582413	0.000188577	0.000189696	0.998765
64	rest	0.000551065	0.000708164	0.000230994	0.000658055	0.997852
65	rest	0.000489467	0.000810198	0.000153639	0.000422786	0.998124
66	rest	0.000378091	0.000187979	5.04E-05	0.000135229	0.999248
67	rest	0.000639263	5.91E-05	3.94E-05	5.69E-05	0.999205
68	rest	0.000336668	2.40E-05	1.04E-05	3.91E-05	0.99959
69	rest	0.000271035	1.92E-05	3.03E-05	8.64E-06	0.999671
70	rest	0.000590815	9.97E-05	0.000183198	6.50E-05	0.999061
71	rest	0.00100331	0.000249444	0.000462079	0.000456989	0.997828
72	rest	0.00125831	0.00011264	9.96E-05	0.000137589	0.998392
73	rest	0.000459889	0.000214541	4.21E-05	0.000119842	0.999164
74	rest	8.71E-05	0.000132361	2.71E-05	7.91E-06	0.999746
75	rest	0.000112118	2.72E-05	2.24E-05	0.000143193	0.999695
76	rest	0.000303526	0.000123143	8.77E-05	3.67E-05	0.999449
77	rest	9.01E-05	5.93E-05	3.47E-06	6.66E-05	0.999781
78	rest	9.10E-05	0.000129898	1.63E-05	0.000146563	0.999616
79	rest	0.000165613	0.000415551	0.00010556	0.000409243	0.998904
80	rest	7.75E-05	0.000315893	0.000128056	0.000590654	0.998888
81	rest	0.000213304	0.000969421	0.000429009	0.000311874	0.998076
82	rest	0.000159987	0.00058351	0.000206274	0.000681081	0.998369
83	rest	0.000112478	0.000349174	3.15E-05	6.69E-05	0.99944
84	rest	4.25E-05	0.000111813	1.41E-05	1.45E-05	0.999817
85	rest	3.46E-05	5.46E-05	5.61E-05	0.000112851	0.999742
86	rest	9.59E-05	9.03E-05	5.85E-05	1.64E-05	0.999739
87	rest	0.000204406	5.95E-05	6.03E-05	1.88E-05	0.999657
88	rest	0.00068201	0.000178802	0.000166673	0.000448549	0.998524
89	rest	0.000114804	7.61E-05	2.20E-05	9.89E-05	0.999688
90	rest	5.18E-05	5.64E-05	2.03E-05	4.32E-05	0.999828
91	rest	5.01E-05	8.47E-05	3.59E-05	3.95E-05	0.99979
92	rest	5.72E-05	9.69E-05	7.00E-05	0.000102516	0.999673
93	rest	3.40E-05	0.000134504	3.15E-05	5.66E-05	0.999743
94	rest	5.86E-05	5.40E-05	6.45E-06	4.08E-05	0.99984
95	rest	4.03E-05	2.32E-05	6.69E-06	1.52E-05	0.999915
96	rest	0.000134912	0.000178566	0.000195579	0.000231432	0.99926
97	rest	5.28E-05	0.000139486	4.45E-05	1.36E-05	0.99975
98	rest	5.29E-05	0.000106299	2.69E-05	0.000184211	0.99963
99	rest	0.000140894	6.50E-05	2.20E-05	6.84E-05	0.999704
100	rest	6.57E-05	2.30E-05	1.22E-05	4.27E-05	0.999856
101	rest	0.000215648	7.92E-05	1.55E-05	0.000142939	0.999547
102	rest	8.76E-05	8.57E-05	7.98E-06	7.65E-05	0.999742
103	rest	7.89E-05	5.22E-05	1.46E-05	3.96E-05	0.999815
104	rest	6.80E-06	1.18E-05	3.17E-06	3.38E-06	0.999975
105	rest	0.000103461	0.000131961	9.95E-05	0.00138482	0.99828
106	rest	0.000370678	0.000547051	5.74E-05	0.000204963	0.99882
107	rest	0.00146126	0.00191796	0.000632121	0.00209715	0.993892
108	rest	0.000619626	0.00277035	0.000161352	0.000882646	0.995566
109	rest	0.000361303	0.00270622	0.000913906	0.000595342	0.995423
110	rest	0.000140228	0.000368145	7.01E-05	0.000121051	0.9993
111	rest	0.000181483	0.000159376	0.000157964	0.000257124	0.999244
112	rest	0.000783396	0.000412363	9.98E-05	0.000290373	0.998414
113	rest	0.00174698	0.000443542	0.00035041	0.000190857	0.997268
114	rest	0.00248964	0.00037765	0.00029135	0.000260536	0.996581
115	rest	0.00199678	0.000293321	3.50E-05	0.000142688	0.997532
116	rest	0.00117716	0.00032826	1.88E-05	0.000162597	0.998313
117	rest	0.0012956	0.00109635	0.000357861	0.000413734	0.996836
118	rest	0.000505184	0.00105787	0.000427813	0.000278911	0.99773
119	rest	0.00022207	0.00121627	0.000106073	0.000331427	0.998124
120	rest	0.000266307	0.00202602	0.000461801	0.000846943	0.996399
121	rest	0.000380694	0.0022071	0.000394743	0.000371026	0.996646
122	rest	0.00056174	0.0015474	0.000112142	8.69E-05	0.997692
123	rest	3.17E-05	6.77E-05	3.38E-06	9.48E-06	0.999888
124	rest	0.000218632	0.00010546	6.09E-05	9.62E-05	0.999519
125	rest	0.000543499	0.000212102	0.000358901	0.000222362	0.998663
126	rest	0.00108988	0.000287358	0.000475683	9.70E-05	0.99805
127	rest	0.000424103	3.85E-05	3.71E-05	1.62E-05	0.999484
128	rest	0.000162115	4.13E-05	9.37E-05	0.000127026	0.999576
129	rest	0.000419011	0.000273061	0.00014703	0.000332056	0.998829
130	rest	0.000142214	0.00028923	3.56E-05	0.000106732	0.999426
131	rest	0.000114029	0.000398264	7.84E-05	7.44E-05	0.999335
132	rest	2.73E-05	6.57E-05	1.39E-05	2.31E-05	0.99987
133	rest	3.18E-05	6.13E-05	2.25E-05	3.74E-05	0.999847
134	rest	0.000275991	5.89E-05	1.69E-05	0.000128971	0.999519
135	rest	7.36E-05	7.12E-05	3.81E-05	4.08E-05	0.999776
136	rest	0.000165101	0.000243154	0.000145558	0.000189945	0.999256
137	rest	0.000107578	0.00016264	2.05E-05	0.000117788	0.999591
138	rest	6.27E-05	0.000129339	3.92E-05	9.22E-05	0.999677
139	rest	0.000135109	0.000177593	0.000174755	4.05E-05	0.999472
140	rest	4.05E-05	7.93E-05	3.62E-05	2.72E-05	0.999817
141	rest	0.000105838	0.000131597	5.85E-05	0.00023153	0.999473
142	rest	7.05E-05	0.000169897	2.67E-05	6.41E-05	0.999669
143	rest	5.27E-05	3.82E-05	2.86E-05	0.000295362	0.999585
144	rest	8.23E-05	0.00020125	4.41E-05	0.000154454	0.999518
145	rest	0.00011336	0.000244381	6.04E-05	7.66E-05	0.999505
146	rest	0.000406235	0.000225265	6.34E-05	0.000161738	0.999143
147	rest	0.000345479	0.000251018	4.75E-05	0.000205124	0.999151
148	rest	0.000327763	0.000223567	8.41E-05	0.000203987	0.999161
149	rest	0.000433114	0.000119155	7.00E-05	6.51E-05	0.999313
150	rest	0.000198369	7.19E-05	3.36E-05	0.000259966	0.999436
151	rest	0.000221784	7.79E-05	2.98E-05	8.77E-05	0.999583
152	rest	0.000228862	2.48E-05	5.79E-06	0.000103101	0.999637
153	rest	0.000172732	7.63E-05	0.000126675	5.34E-05	0.999571
154	rest	0.000388903	0.000149066	0.000230078	0.000395346	0.998837
155	rest	0.000201604	0.000238753	0.000154075	0.00040332	0.999002
156	rest	0.000130785	0.000317264	1.48E-05	0.000185023	0.999352
157	rest	0.000343586	0.000408037	9.88E-05	0.000141299	0.999008
158	rest	0.000285743	7.31E-05	2.62E-05	2.80E-05	0.999587
159	rest	8.96E-05	4.65E-05	2.62E-05	7.07E-05	0.999767
160	rest	2.03E-05	3.16E-05	7.88E-06	2.47E-05	0.999916
161	rest	2.21E-05	5.33E-05	1.17E-05	9.36E-05	0.999819
162	rest	0.000140916	0.000273504	6.69E-05	0.000128771	0.99939
163	rest	5.99E-05	0.000165724	4.87E-05	7.86E-05	0.999647
164	rest	2.97E-05	4.77E-05	1.99E-05	2.49E-05	0.999878
165	rest	1.56E-05	7.45E-05	5.20E-05	5.54E-05	0.999802
166	rest	7.86E-05	0.000150355	0.000426668	0.00018302	0.999161
167	rest	6.79E-05	0.000179764	5.12E-05	3.44E-05	0.999667
168	rest	2.01E-05	3.92E-05	1.67E-05	1.78E-05	0.999906
169	rest	2.44E-05	2.49E-05	8.03E-06	3.02E-05	0.999912
170	rest	4.06E-05	2.18E-05	1.16E-05	3.59E-05	0.99989
171	rest	6.39E-05	4.00E-05	1.98E-05	6.52E-05	0.999811
172	rest	0.00011888	6.17E-05	2.73E-05	4.04E-05	0.999752
173	rest	0.000165711	6.73E-05	0.00041878	4.98E-05	0.999298
174	rest	0.000115381	8.51E-05	6.57E-05	0.000187249	0.999547
175	rest	2.13E-05	3.02E-05	1.84E-05	2.51E-05	0.999905
176	rest	5.01E-05	8.33E-05	2.59E-05	2.99E-05	0.999811
177	rest	5.98E-05	6.43E-05	2.87E-05	4.50E-05	0.999802
178	rest	4.97E-05	0.000100664	3.76E-05	6.33E-06	0.999806
179	rest	8.70E-05	8.57E-05	2.69E-05	2.05E-05	0.99978
180	rest	0.000184791	0.000214062	2.99E-05	7.99E-05	0.999491
181	rest	0.000147861	0.000239771	6.55E-05	8.72E-05	0.99946
182	rest	0.000308535	0.000788494	0.000497979	0.000181806	0.998223
183	rest	0.000509362	0.00129409	0.000561682	0.000822222	0.996813
184	rest	0.000842219	0.00235802	0.000416609	0.000308957	0.996074
185	rest	0.00102112	0.00102605	0.000137952	0.000155906	0.997659
186	rest	0.0011673	0.00036528	0.000237175	0.000352088	0.997878
187	rest	0.00155401	0.000147382	8.79E-05	0.000108925	0.998102
