num_scan	hypnogram	SW	delta	theta	alpha	sigma	beta
1	0	5.137315184	2.807291706	2.702680299	1.316040042	2.349945009	0.53644128
2	0	5.137315184	2.807291706	2.702680299	1.316040042	2.349945009	0.53644128
3	0	5.137315184	2.807291706	2.702680299	1.316040042	2.349945009	0.53644128
4	0	5.122224375	2.807291706	2.700861395	1.316040042	2.345033484	0.454756479
5	0	5.072946226	3.022322441	2.672315981	1.316040042	2.315691651	0.455147475
6	0	4.985921034	3.131588554	2.62570273	1.316040042	2.265133242	0.455995225
7	0	4.847175833	3.156197941	2.557879872	1.497463828	2.174898619	0.439086694
8	0	4.628644714	3.104657346	2.466852425	1.615357713	2.041892492	0.404716472
9	0	4.359014827	3.080203313	2.369480705	1.727391024	1.861741635	0.408903339
10	0	4.077875171	2.847839149	2.308078225	1.823297081	1.753377084	0.356422892
11	0	3.841728615	2.708420764	2.301414315	1.874090537	1.669079912	0.281044957
12	0	3.678974514	2.684130111	2.30202304	1.81248087	1.641037966	0.222001165
13	0	3.663010811	2.789319451	2.315237612	1.824020277	1.666991446	0.211942313
14	0	3.647014669	2.833389586	2.349525625	1.824631758	1.764997702	0.295008664
15	0	3.6636965	2.884251167	2.383973918	1.797300172	1.724765472	0.299809414
16	0	3.606112182	2.869462702	2.351760614	1.829516024	1.671759749	0.323008512
17	0	3.602880593	2.837542837	2.347219813	1.855349316	1.615346449	0.345478928
18	0	3.630723905	2.78889101	2.339747237	1.786317754	1.537880111	0.316637277
19	0	3.712927587	2.720699422	2.248251836	1.691434764	1.356853636	0.223527754
20	0	3.781257564	2.607951369	2.133120124	1.64349506	1.277515655	0.174409481
21	0	3.876918317	2.499807652	2.050355459	1.52231711	1.222071734	0.124006391
22	0	3.916823331	2.45655065	1.946572746	1.390825907	1.170916362	0.064528903
23	0	3.890563019	2.384156982	1.859767858	1.34891951	1.171268347	0.030923077
24	0	3.88861032	2.391658659	1.887498756	1.347637316	1.243843454	0.044321557
25	0	3.980805325	2.473963264	1.932040296	1.329030493	1.283460057	0.044178992
26	0	4.072356709	2.553712261	1.957034963	1.395343709	1.307048526	0.056583832
27	0	4.143405897	2.528248444	1.95779642	1.45065936	1.352435534	0.098105183
28	0	4.367655929	2.614203428	1.955638133	1.474409766	1.408448774	0.177844588
29	0	4.527771005	2.627721288	1.924405292	1.49610196	1.48593631	0.287759225
30	0	4.571693393	2.571433658	1.868144762	1.497762245	1.574199148	0.381195482
