num_scan	hypnogram	SW	delta	theta	alpha	sigma	beta
1	0	3.707692444	2.877118083	1.678492816	1.342406751	0.286302309	0.340555183
2	0	3.707692444	2.877118083	1.678492816	1.342406751	0.286302309	0.340555183
3	0	3.707692444	2.851824729	1.66623973	1.347516201	0.343736114	0.348478443
4	0	3.707692444	2.833951065	1.658347165	1.343160981	0.469019377	0.353986219
5	0	3.999263782	2.800937575	1.637802008	1.335314208	0.637289457	0.35668645
6	0	4.133419007	2.751812811	1.625587211	1.326730528	0.808190377	0.350746299
7	0	4.224715154	2.687298917	1.618664472	1.345894367	0.949097408	0.321030257
8	0	4.266258367	2.672470909	1.610774689	1.369897961	1.042430692	0.294125373
9	0	4.326114527	2.612662151	1.613277126	1.460005055	1.04510392	0.244742544
10	0	4.153927174	2.55739037	1.6646357	1.582794532	0.979098239	0.180626923
11	0	4.051851961	2.508923969	1.692470416	1.727609119	0.870580792	0.12141596
12	0	3.95389828	2.473530597	1.719994515	1.909797324	0.813940187	0.113875742
13	0	3.960991972	2.42463183	1.771934319	2.041868352	0.789171843	0.124748883
14	0	3.915824799	2.433853321	1.83974812	2.160251742	0.876278114	0.212385884
15	0	3.954865011	2.514066438	1.891298589	2.265230119	1.020752273	0.370195238
16	0	4.018720735	2.641475877	1.989032341	2.349443072	1.184531218	0.546032818
17	0	4.118386144	2.781451602	2.1165238	2.354753088	1.284156808	0.688836746
18	0	4.146586681	2.895883226	2.231165694	2.382811553	1.368486432	0.802091951
19	0	4.209351759	3.002708134	2.14507353	2.355772947	1.420791945	0.85899519
20	0	4.22728679	3.052002649	2.036995696	2.278940642	1.457456758	0.843797452
21	0	4.245311237	3.054429826	2.091030044	2.193194327	1.467632805	0.779863265
22	0	4.266974964	3.054974721	2.083855704	2.138474527	1.46441622	0.679035255
23	0	4.290507786	3.027125147	2.005937613	2.172360872	1.47745878	0.550165234
24	0	4.284316377	2.960349332	2.084335258	2.274933019	1.550888551	0.485325045
25	0	4.282814655	2.882466792	2.105944831	2.529272588	1.606276813	0.487566656
26	0	4.220552808	2.799777806	1.939253897	2.745504496	1.653426612	0.506993777
27	0	4.095001231	2.725630903	1.828485602	2.933158211	1.714891306	0.558852038
28	0	4.009617689	2.681075132	1.786961	3.001999528	1.720802698	0.643113497
29	0	3.944854543	2.692117157	1.817134582	3.035828514	1.59042243	0.639815131
30	0	3.892567559	2.73273956	1.9126123	2.917780593	1.437221731	0.609928138
31	0	3.912836916	2.790619693	1.948494895	2.731759113	1.277505141	0.591188828
32	0	3.964480621	2.798647855	1.926642718	2.485355467	1.08158329	0.553193343
33	0	3.946915864	2.807754043	1.895269775	2.2619927	0.910399501	0.469900094
34	0	3.920349933	2.784756905	1.866523523	2.020045864	0.895395114	0.413416321
35	0	3.909738325	2.77725809	1.834486593	1.949090647	0.89039542	0.361909839
