num_scan	state	face	maze	prep_face	pre_maze	rest
2	rest	0.000800761	0.000129983	0.0002513	0.000173424	0.998645
3	rest	0.000247536	4.98E-05	0.000158298	0.00062861	0.998916
4	rest	0.000178916	0.000204441	6.09E-05	0.00013632	0.999419
5	rest	0.000143305	9.77E-05	8.72E-05	7.47E-05	0.999597
6	rest	9.81E-05	0.000110752	6.31E-06	9.25E-05	0.999692
7	rest	0.000101083	0.00012966	7.43E-05	0.000254978	0.99944
8	rest	8.89E-05	0.000111009	1.27E-05	7.53E-05	0.999712
9	rest	4.90E-05	8.79E-05	1.63E-05	2.07E-05	0.999826
10	rest	0.000183262	0.000146867	4.54E-05	0.000163535	0.999461
11	rest	0.00010635	0.000175221	2.92E-05	3.97E-05	0.999649
12	rest	2.31E-05	2.20E-05	6.22E-06	3.35E-05	0.999915
13	rest	8.08E-05	0.000163261	5.19E-05	9.49E-05	0.999609
14	rest	0.000154022	0.00026198	5.67E-05	0.000525035	0.999002
15	rest	0.000116735	0.00017616	0.000101813	0.00015467	0.999451
16	rest	3.87E-05	9.02E-05	1.28E-05	3.83E-05	0.99982
17	rest	0.000117931	0.000104128	8.98E-05	0.000145574	0.999543
18	rest	2.50E-05	5.88E-05	2.03E-05	1.31E-05	0.999883
19	rest	9.83E-05	5.83E-05	4.22E-05	0.000119065	0.999682
20	rest	0.000196617	0.00018626	7.42E-05	6.38E-05	0.999479
21	rest	6.33E-05	6.60E-05	3.87E-05	1.38E-05	0.999818
22	rest	4.04E-05	2.56E-05	4.37E-05	5.99E-05	0.99983
23	rest	0.000131775	0.000134854	0.000110351	0.000267257	0.999356
24	rest	7.30E-05	0.000289102	6.83E-05	0.000247223	0.999322
25	rest	0.000600859	0.00180858	0.000325941	0.0010409	0.996224
26	rest	0.000191683	0.000822579	0.000140171	0.000211025	0.998635
27	rest	0.000149162	0.000301771	0.000278346	0.000237712	0.999033
28	rest	8.59E-05	0.000237795	6.12E-05	3.81E-05	0.999577
29	rest	0.000140037	0.000153645	7.50E-05	0.000157386	0.999474
30	rest	0.000206265	9.50E-05	8.26E-05	0.000167329	0.999449
31	rest	0.000191105	9.73E-05	7.78E-05	3.97E-05	0.999594
32	rest	0.000496334	0.000200324	0.000168139	0.000282925	0.998852
33	rest	0.000114025	0.000105795	4.48E-05	5.15E-05	0.999684
34	rest	0.00018093	7.60E-05	8.83E-05	5.68E-05	0.999598
35	rest	5.33E-05	7.48E-05	8.00E-06	2.64E-06	0.999861
36	rest	0.000215388	6.22E-05	0.000172477	0.000115063	0.999435
37	rest	0.000177278	0.000240073	0.00012196	0.000149128	0.999312
38	rest	0.000104049	9.29E-05	3.16E-05	0.000172144	0.999599
39	rest	7.19E-05	9.25E-05	7.20E-05	4.37E-05	0.99972
40	rest	0.000410562	0.000289688	0.000133354	0.000190447	0.998976
41	rest	0.000285011	0.000318743	0.000238457	0.000243704	0.998914
42	rest	0.000141353	0.000107549	6.75E-05	0.000332194	0.999351
43	rest	0.000147038	0.000216691	0.000208401	0.000228965	0.999199
44	rest	0.000207843	0.000128827	6.43E-05	5.27E-05	0.999546
45	rest	0.000251679	0.000143149	7.09E-05	3.91E-05	0.999495
46	rest	0.000640473	0.000109169	0.00033188	5.75E-05	0.998861
47	rest	0.00202828	0.000690993	0.000752963	0.00062182	0.995906
48	rest	0.00165683	0.000303621	8.55E-05	8.36E-05	0.997871
49	rest	0.000719774	0.000113746	8.35E-05	0.000140753	0.998942
50	rest	0.000719177	0.000169452	9.85E-05	0.000194753	0.998818
51	rest	0.000330148	0.000187024	0.000116291	7.22E-05	0.999294
52	rest	0.000235765	0.000141756	4.04E-05	5.87E-05	0.999523
53	rest	0.000324188	0.000247509	0.000154754	0.000219018	0.999055
54	rest	0.000341167	8.78E-05	1.46E-05	3.79E-05	0.999519
55	rest	0.000363497	0.000168819	4.77E-05	0.000328295	0.999092
56	rest	0.000232938	0.000145011	6.78E-05	0.000159543	0.999395
57	rest	0.000139804	9.00E-05	9.17E-05	0.000213897	0.999465
58	rest	0.00064665	0.00053895	0.000452281	0.000152134	0.99821
