num_scan	state	face	maze	prep_face	pre_maze	rest
2	rest	0.0178427	0.0194239	0.0141603	0.0116999	0.936873
3	rest	0.0136739	0.0179488	0.00627057	0.00337552	0.958731
4	rest	0.00763695	0.00944866	0.00112662	0.00198127	0.979807
5	rest	0.000995972	0.00281075	0.000129021	5.97E-05	0.996005
6	rest	0.000745619	0.00199611	0.000433152	0.000561886	0.996263
7	rest	0.000603913	0.00138535	0.000592066	0.000196235	0.997222
8	rest	0.000446824	0.00116125	0.000472695	0.000327293	0.997592
9	rest	0.000268481	0.000969042	0.000212148	0.000355743	0.998195
10	rest	0.000260545	0.000961941	0.000496309	0.00048488	0.997796
11	rest	0.000431925	0.0011417	0.000315863	0.000487648	0.997623
12	rest	0.000213775	0.000491873	0.000175116	0.000248181	0.998871
13	rest	0.000276779	0.000380011	0.000150147	0.000237429	0.998956
14	rest	0.000226879	0.000360697	0.000176176	0.000191965	0.999044
15	rest	0.000249197	0.000236896	7.94E-05	0.000441714	0.998993
16	rest	0.00012387	0.000204768	0.000172732	0.000199396	0.999299
17	rest	7.56E-05	0.000255478	8.33E-05	0.00014783	0.999438
18	rest	0.000274187	0.000424854	0.000257104	0.00031299	0.998731
19	rest	0.000390664	0.000665227	0.000223286	0.000853227	0.997868
20	rest	0.00052557	0.00122883	0.000456181	0.000814362	0.996975
21	rest	0.000573489	0.00193136	0.000234488	0.000593385	0.996667
22	rest	0.000487446	0.00187619	0.000239546	0.000313094	0.997084
23	rest	0.000593803	0.0023362	0.000648974	0.0011448	0.995276
24	rest	0.000763287	0.00211238	0.000460266	0.00076163	0.995902
25	rest	0.00126936	0.00274927	0.00111618	0.00183162	0.993034
26	rest	0.000673668	0.00202632	0.000369548	0.000342751	0.996588
27	rest	0.000551129	0.00107559	0.000347852	0.000541614	0.997484
28	rest	0.000437439	0.000508581	0.000452892	0.000221538	0.99838
29	rest	0.000667868	0.000527867	0.000379318	0.000452037	0.997973
30	rest	0.000895535	0.000517406	0.00049787	0.000821795	0.997267
31	rest	0.00069812	0.000912576	0.000311054	0.000304291	0.997774
32	rest	0.00092919	0.00179924	0.000933325	0.00263029	0.993708
33	rest	0.000797368	0.00292393	0.000570522	0.000293796	0.995414
34	rest	0.000457355	0.00127229	0.000247266	0.000163985	0.997859
35	rest	0.00044017	0.000730531	0.000277985	0.000307754	0.998244
36	rest	0.000181043	0.000289395	8.48E-05	0.000202791	0.999242
37	rest	8.27E-05	0.000159112	6.34E-05	0.000321826	0.999373
38	rest	0.000102453	0.000436758	0.000129226	0.000826465	0.998505
39	rest	0.00020771	0.000894696	0.00034255	0.000937146	0.997618
40	rest	0.00014483	0.00100431	0.000392625	0.000682699	0.997776
41	rest	0.000213628	0.000982887	0.000504666	0.000529075	0.99777
42	rest	0.000189574	0.000703812	0.000192875	0.000355647	0.998558
43	rest	0.000138649	0.000398857	8.25E-05	0.000196731	0.999183
44	rest	0.000203161	0.000313168	0.000154006	0.000683563	0.998646
45	rest	0.000472495	0.000776027	0.000352246	0.000618053	0.997781
46	rest	0.000817179	0.000791456	0.000518654	0.000719932	0.997153
47	rest	0.000663336	0.000597769	0.000390814	0.000615907	0.997732
48	rest	0.000759553	0.00111689	0.000518869	0.00062714	0.996978
49	rest	0.000870734	0.00138047	0.000260764	0.000661407	0.996827
50	rest	0.000577971	0.000818625	0.00021898	0.000526699	0.997858
51	rest	0.000325395	0.000568178	0.000207767	0.000144216	0.998754
52	rest	0.000247914	0.000369743	0.000150187	5.87E-05	0.999173
53	rest	0.00022089	0.000199533	0.000155976	0.000388977	0.999035
54	rest	0.000200568	0.000257036	0.000238162	0.000122903	0.999181
55	rest	0.000122781	0.000135777	0.000105574	0.000204599	0.999431
56	rest	7.37E-05	0.00015054	0.000151284	0.000136031	0.999488
57	rest	0.000478439	0.000775704	0.000552658	0.00125764	0.996936
58	rest	0.000280211	0.000682605	0.000186584	0.000404191	0.998446
59	rest	0.000192269	0.000502941	9.65E-05	0.000254102	0.998954
60	rest	0.000184792	0.000366793	0.00015679	0.000246798	0.999045
61	rest	0.000159332	0.00018413	9.78E-05	0.000156916	0.999402
62	rest	0.000143338	0.000193777	0.000114912	0.000138427	0.99941
63	rest	0.000256899	0.00016663	0.000165044	0.00029688	0.999115
64	rest	0.000122633	0.000204778	0.000300446	0.000268619	0.999104
65	rest	0.000132184	0.000219974	0.000305537	0.000333516	0.999009
66	rest	0.000361939	0.000417436	0.000339549	0.000342732	0.998538
67	rest	0.000543785	0.000361702	0.000107913	0.000465587	0.998521
68	rest	0.000365278	0.000581535	0.000177424	0.000192871	0.998683
69	rest	0.000400968	0.000960608	0.00034272	0.00078001	0.997516
70	rest	0.000323216	0.00242117	0.000199495	0.000837058	0.996219
71	rest	0.000391112	0.0037724	0.000527224	0.00175667	0.993553
72	rest	0.00024766	0.0042252	0.000239979	0.000743038	0.994544
73	rest	0.000168403	0.00314714	9.48E-05	0.00011966	0.99647
74	rest	6.43E-05	0.000672853	2.97E-05	7.49E-05	0.999158
75	rest	0.000194719	0.000511412	0.000166751	0.00109999	0.998027
76	rest	0.000262574	0.000598712	0.000133354	0.000494605	0.998511
77	rest	0.000230976	0.000422744	0.000233078	0.000430687	0.998683
78	rest	0.000229019	0.000319632	9.75E-05	0.000276398	0.999077
79	rest	0.000122487	0.000270407	8.00E-05	0.000213617	0.999314
80	rest	9.76E-05	0.000275238	7.70E-05	0.000215287	0.999335
81	rest	0.00013281	0.000445031	0.000275926	0.000457604	0.998689
82	rest	0.000222988	0.000663768	0.000270711	0.000611547	0.998231
83	rest	0.000197204	0.0009078	0.000405378	0.000325049	0.998165
84	rest	0.000179682	0.000668261	0.000249358	0.000493953	0.998409
85	rest	0.000253603	0.00113463	0.000416449	0.000876286	0.997319
86	rest	0.000421427	0.0025143	0.00102482	0.00152055	0.994519
87	rest	0.000660333	0.0028828	0.000391641	0.000656267	0.995409
88	rest	0.000681588	0.0013265	0.000173316	0.000429986	0.997389
89	rest	0.000278065	0.000548203	0.000198232	0.000279988	0.998696
90	rest	0.000322395	0.000324272	0.000266046	0.00030634	0.998781
91	rest	0.000315503	0.000354156	0.00026762	0.000532789	0.99853
92	rest	0.000367304	0.00080684	0.000931613	0.00130429	0.99659
93	rest	0.000371411	0.00153441	0.000692068	0.00082536	0.996577
94	rest	0.000404173	0.00167398	0.000593862	0.000662852	0.996665
95	rest	0.000321992	0.000952257	0.000410364	0.000352748	0.997963
96	rest	0.000285859	0.000873789	0.000458942	0.000781617	0.9976
97	rest	0.000576316	0.00116245	0.000452964	0.000647779	0.99716
98	rest	0.000349481	0.000559522	0.000281015	0.000308883	0.998501
99	rest	0.000496901	0.000488444	0.000325296	0.00124093	0.997448
100	rest	0.000382583	0.00104237	0.000509245	0.000363551	0.997702
101	rest	0.000722701	0.000878383	0.000331735	0.000914581	0.997153
102	rest	0.000822915	0.00105802	0.00040428	0.000594531	0.99712
103	rest	0.000544612	0.00061769	0.000277919	0.000412999	0.998147
104	rest	0.000441959	0.000621352	0.000262505	0.000449032	0.998225
105	rest	0.000416347	0.000607354	0.000273514	0.000415764	0.998287
106	rest	0.000205215	0.00040882	0.000162864	0.000395424	0.998828
107	rest	0.000212283	0.000509967	0.000259095	0.00068776	0.998331
108	rest	0.000123596	0.000318739	0.00020553	0.000177207	0.999175
109	rest	0.000398535	0.000397751	0.000397691	0.000390761	0.998415
110	rest	0.000368664	0.000363214	0.000275948	0.00036077	0.998631
111	rest	0.000308177	0.000631428	0.000401707	0.00104882	0.99761
112	rest	0.000351367	0.00121801	0.000910675	0.000646061	0.996874
113	rest	0.000319471	0.000584384	0.000280384	0.000160905	0.998655
114	rest	0.000250077	0.000245445	0.000136729	0.000254936	0.999113
115	rest	0.000593266	0.000623893	0.000354658	0.00112791	0.9973
116	rest	0.000611722	0.00118097	0.000484063	0.000823291	0.9969
117	rest	0.000622046	0.00155894	0.000170757	0.000564364	0.997084
118	rest	0.000633229	0.00168826	0.000551101	0.000591551	0.996536
119	rest	0.000588843	0.00132433	0.000506774	0.000964009	0.996616
120	rest	0.000319741	0.00103862	0.000308032	0.000515514	0.997818
121	rest	0.000194148	0.000472048	0.0001814	0.000228314	0.998924
122	rest	0.000382168	0.00068569	0.000322695	0.000460886	0.998149
123	rest	0.000676362	0.00142179	0.000310159	0.000504584	0.997087
124	rest	0.000572681	0.00113978	0.000381125	0.000690056	0.997216
