onset	duration	category
406738	n/a	MRI_trigger
417238	n/a	MRI_trigger
427738	n/a	MRI_trigger
438238	n/a	MRI_trigger
448738	n/a	MRI_trigger
459238	n/a	MRI_trigger
469738	n/a	MRI_trigger
480238	n/a	MRI_trigger
490738	n/a	MRI_trigger
501238	n/a	MRI_trigger
511738	n/a	MRI_trigger
522238	n/a	MRI_trigger
532738	n/a	MRI_trigger
543238	n/a	MRI_trigger
553738	n/a	MRI_trigger
564238	n/a	MRI_trigger
574738	n/a	MRI_trigger
585238	n/a	MRI_trigger
595738	n/a	MRI_trigger
606238	n/a	MRI_trigger
616738	n/a	MRI_trigger
627238	n/a	MRI_trigger
637738	n/a	MRI_trigger
648238	n/a	MRI_trigger
658738	n/a	MRI_trigger
669238	n/a	MRI_trigger
679738	n/a	MRI_trigger
690238	n/a	MRI_trigger
700738	n/a	MRI_trigger
711238	n/a	MRI_trigger
721738	n/a	MRI_trigger
732238	n/a	MRI_trigger
742738	n/a	MRI_trigger
753238	n/a	MRI_trigger
763738	n/a	MRI_trigger
774238	n/a	MRI_trigger
784738	n/a	MRI_trigger
795238	n/a	MRI_trigger
805738	n/a	MRI_trigger
816238	n/a	MRI_trigger
826738	n/a	MRI_trigger
837238	n/a	MRI_trigger
847738	n/a	MRI_trigger
858238	n/a	MRI_trigger
868738	n/a	MRI_trigger
879238	n/a	MRI_trigger
889738	n/a	MRI_trigger
900238	n/a	MRI_trigger
910738	n/a	MRI_trigger
921238	n/a	MRI_trigger
931738	n/a	MRI_trigger
942238	n/a	MRI_trigger
952738	n/a	MRI_trigger
963238	n/a	MRI_trigger
973738	n/a	MRI_trigger
984238	n/a	MRI_trigger
994738	n/a	MRI_trigger
1005238	n/a	MRI_trigger
1015738	n/a	MRI_trigger
1026238	n/a	MRI_trigger
1036738	n/a	MRI_trigger
1047238	n/a	MRI_trigger
1057738	n/a	MRI_trigger
1068238	n/a	MRI_trigger
1078738	n/a	MRI_trigger
1089238	n/a	MRI_trigger
1099738	n/a	MRI_trigger
1110238	n/a	MRI_trigger
1120738	n/a	MRI_trigger
1131238	n/a	MRI_trigger
1141738	n/a	MRI_trigger
1152238	n/a	MRI_trigger
1162738	n/a	MRI_trigger
1173238	n/a	MRI_trigger
1183738	n/a	MRI_trigger
1194238	n/a	MRI_trigger
1204738	n/a	MRI_trigger
1215238	n/a	MRI_trigger
1225738	n/a	MRI_trigger
1236238	n/a	MRI_trigger
1246738	n/a	MRI_trigger
1257238	n/a	MRI_trigger
