onset	duration	category
231370	n/a	MRI_trigger
241870	n/a	MRI_trigger
252370	n/a	MRI_trigger
262870	n/a	MRI_trigger
273370	n/a	MRI_trigger
283870	n/a	MRI_trigger
294370	n/a	MRI_trigger
304870	n/a	MRI_trigger
315370	n/a	MRI_trigger
325870	n/a	MRI_trigger
336370	n/a	MRI_trigger
346870	n/a	MRI_trigger
357370	n/a	MRI_trigger
367870	n/a	MRI_trigger
378370	n/a	MRI_trigger
388870	n/a	MRI_trigger
399370	n/a	MRI_trigger
409870	n/a	MRI_trigger
420370	n/a	MRI_trigger
430870	n/a	MRI_trigger
441370	n/a	MRI_trigger
451870	n/a	MRI_trigger
462370	n/a	MRI_trigger
472870	n/a	MRI_trigger
483370	n/a	MRI_trigger
493870	n/a	MRI_trigger
504370	n/a	MRI_trigger
514870	n/a	MRI_trigger
525370	n/a	MRI_trigger
535870	n/a	MRI_trigger
546370	n/a	MRI_trigger
556870	n/a	MRI_trigger
567370	n/a	MRI_trigger
577870	n/a	MRI_trigger
588370	n/a	MRI_trigger
598870	n/a	MRI_trigger
609370	n/a	MRI_trigger
619870	n/a	MRI_trigger
630370	n/a	MRI_trigger
640870	n/a	MRI_trigger
651370	n/a	MRI_trigger
661870	n/a	MRI_trigger
672370	n/a	MRI_trigger
682870	n/a	MRI_trigger
693370	n/a	MRI_trigger
703870	n/a	MRI_trigger
714370	n/a	MRI_trigger
724870	n/a	MRI_trigger
735370	n/a	MRI_trigger
745870	n/a	MRI_trigger
756370	n/a	MRI_trigger
766870	n/a	MRI_trigger
777370	n/a	MRI_trigger
787870	n/a	MRI_trigger
798370	n/a	MRI_trigger
808870	n/a	MRI_trigger
819370	n/a	MRI_trigger
829870	n/a	MRI_trigger
840370	n/a	MRI_trigger
850870	n/a	MRI_trigger
861370	n/a	MRI_trigger
871870	n/a	MRI_trigger
882370	n/a	MRI_trigger
892870	n/a	MRI_trigger
903370	n/a	MRI_trigger
913870	n/a	MRI_trigger
924370	n/a	MRI_trigger
934870	n/a	MRI_trigger
945370	n/a	MRI_trigger
955870	n/a	MRI_trigger
966370	n/a	MRI_trigger
976870	n/a	MRI_trigger
987370	n/a	MRI_trigger
997870	n/a	MRI_trigger
1008370	n/a	MRI_trigger
1018870	n/a	MRI_trigger
1029370	n/a	MRI_trigger
1039870	n/a	MRI_trigger
1050370	n/a	MRI_trigger
1060870	n/a	MRI_trigger
1071370	n/a	MRI_trigger
1081870	n/a	MRI_trigger
1092370	n/a	MRI_trigger
1102870	n/a	MRI_trigger
1113370	n/a	MRI_trigger
1123870	n/a	MRI_trigger
1134370	n/a	MRI_trigger
1144870	n/a	MRI_trigger
1155370	n/a	MRI_trigger
1165870	n/a	MRI_trigger
1176370	n/a	MRI_trigger
1186870	n/a	MRI_trigger
1197370	n/a	MRI_trigger
1207870	n/a	MRI_trigger
1218370	n/a	MRI_trigger
1228870	n/a	MRI_trigger
1239370	n/a	MRI_trigger
1249870	n/a	MRI_trigger
